seed,method,task,consumer,metric,stress_factor,source_direction,direction_normalized,level_count,minimum_level,maximum_level,baseline_score,maximum_stress_score,maximum_stress_change,degradation_slope
17,chronaris,simulated_future_workload_regression,minirocket,mae,random_missing_rate,lower,higher_is_better,4,0.0,0.5,-0.25840273887539905,-0.17163045005872846,0.0867722888166706,0.07423288783447896
17,chronaris,simulated_future_workload_regression,minirocket,mae,snr_degradation_db,lower,higher_is_better,4,0.0,25.0,-0.25840273887539905,-0.2371732972872754,0.02122944158812365,0.03713382165984246
17,chronaris,simulated_future_workload_regression,minirocket,mae,timestamp_jitter_ms,lower,higher_is_better,4,0.0,100.0,-0.25840273887539905,-0.16115308289105693,0.09724965598434213,0.09324099347487676
17,chronaris,simulated_future_workload_regression,minirocket,rmse,absolute_clock_drift_ppm,lower,higher_is_better,4,0.0,250.0,-0.298847611157392,-0.30643879560179665,-0.007591184444404653,-0.005487059601352645
17,chronaris,simulated_future_workload_regression,minirocket,rmse,absolute_clock_offset_s,lower,higher_is_better,4,0.0,3.0,-0.298847611157392,-0.29898587105623164,-0.0001382598988396433,-0.0011115982665341093
17,chronaris,simulated_future_workload_regression,minirocket,rmse,additional_physiology_lag_s,lower,higher_is_better,4,2.0,30.0,-0.3007594786760832,-0.3260354989154714,-0.025276020239388186,-0.024525359963287145
17,chronaris,simulated_future_workload_regression,minirocket,rmse,contiguous_gap_s,lower,higher_is_better,4,0.0,30.0,-0.298847611157392,-0.4545781871245744,-0.15573057596718237,-0.16480323712255626
17,chronaris,simulated_future_workload_regression,minirocket,rmse,random_missing_rate,lower,higher_is_better,4,0.0,0.5,-0.298847611157392,-0.20356054869831353,0.09528706245907848,0.08156292752988696
17,chronaris,simulated_future_workload_regression,minirocket,rmse,snr_degradation_db,lower,higher_is_better,4,0.0,25.0,-0.298847611157392,-0.28757852536431705,0.011269085793074951,0.02812735840629519
17,chronaris,simulated_future_workload_regression,minirocket,rmse,timestamp_jitter_ms,lower,higher_is_better,4,0.0,100.0,-0.298847611157392,-0.18973997478582544,0.10910763637156656,0.10428951886153037
17,chronaris,simulated_future_workload_regression,minirocket,spearman,absolute_clock_drift_ppm,higher,higher_is_better,4,0.0,250.0,0.4562272065275366,0.4495809646212764,-0.006646241906260231,-0.004952588607079129
17,chronaris,simulated_future_workload_regression,minirocket,spearman,absolute_clock_offset_s,higher,higher_is_better,4,0.0,3.0,0.4562272065275366,0.45267180620166225,-0.0035554003258743694,-0.009220414116380846
17,chronaris,simulated_future_workload_regression,minirocket,spearman,additional_physiology_lag_s,higher,higher_is_better,4,2.0,30.0,0.4469089040997799,0.06775436710662545,-0.37915453699315443,-0.37585061903282124
17,chronaris,simulated_future_workload_regression,minirocket,spearman,contiguous_gap_s,higher,higher_is_better,4,0.0,30.0,0.4562272065275366,0.2364214056465936,-0.219805800880943,-0.197794484346132
17,chronaris,simulated_future_workload_regression,minirocket,spearman,random_missing_rate,higher,higher_is_better,4,0.0,0.5,0.4562272065275366,0.4975068115509341,0.0412796050233975,0.019609545932218017
17,chronaris,simulated_future_workload_regression,minirocket,spearman,snr_degradation_db,higher,higher_is_better,4,0.0,25.0,0.4562272065275366,0.3474170364208878,-0.10881017010664884,-0.09004539922336838
17,chronaris,simulated_future_workload_regression,minirocket,spearman,timestamp_jitter_ms,higher,higher_is_better,4,0.0,100.0,0.4562272065275366,0.6199265183365501,0.16369931180901348,0.1559659749522787
17,chronaris,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_detection_delay_s,absolute_clock_drift_ppm,lower,higher_is_better,4,0.0,250.0,-4.53125,-4.577922144449545,-0.04667214444954482,-0.01651043675481362
17,chronaris,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_detection_delay_s,absolute_clock_offset_s,lower,higher_is_better,4,0.0,3.0,-4.53125,-4.536191352780138,-0.004941352780138075,0.009710782290949238
17,chronaris,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_detection_delay_s,additional_physiology_lag_s,lower,higher_is_better,4,2.0,30.0,-4.46969696969697,-4.29042904290429,0.17926792679267933,0.03092931017205572
17,chronaris,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_detection_delay_s,contiguous_gap_s,lower,higher_is_better,4,0.0,30.0,-4.53125,-5.422297297297297,-0.8910472972972974,-1.0531047789201868
17,chronaris,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_detection_delay_s,random_missing_rate,lower,higher_is_better,4,0.0,0.5,-4.53125,-4.306506849315069,0.22474315068493134,0.17823896410257153
